cidade,id_cidade,sensor,data,valor
Londrina,23265102,tempsolonu20cm,2021-04-17 19:15:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-17 19:30:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-17 19:45:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-17 20:00:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-17 20:15:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-17 20:30:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-17 20:45:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-17 21:00:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-17 21:15:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-17 21:30:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-17 21:45:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-17 22:00:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-17 22:15:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-17 22:30:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-17 22:45:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-17 23:00:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-17 23:15:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-17 23:30:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-17 23:45:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 00:00:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 00:15:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 00:30:00,25.37
Londrina,23265102,tempsolonu20cm,2021-04-18 00:45:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 01:00:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 01:15:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 01:30:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 01:45:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 02:00:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 02:15:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 02:30:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 02:45:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 03:00:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 03:15:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 03:30:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 03:45:00,25.37
Londrina,23265102,tempsolonu20cm,2021-04-18 04:00:00,25.37
Londrina,23265102,tempsolonu20cm,2021-04-18 04:15:00,25.37
Londrina,23265102,tempsolonu20cm,2021-04-18 04:30:00,25.37
Londrina,23265102,tempsolonu20cm,2021-04-18 04:45:00,25.37
Londrina,23265102,tempsolonu20cm,2021-04-18 05:00:00,25.37
Londrina,23265102,tempsolonu20cm,2021-04-18 05:15:00,25.37
Londrina,23265102,tempsolonu20cm,2021-04-18 05:30:00,25.37
Londrina,23265102,tempsolonu20cm,2021-04-18 05:45:00,25.38
Londrina,23265102,tempsolonu20cm,2021-04-18 06:00:00,25.38
Londrina,23265102,tempsolonu20cm,2021-04-18 06:15:00,25.38
Londrina,23265102,tempsolonu20cm,2021-04-18 06:30:00,25.38
Londrina,23265102,tempsolonu20cm,2021-04-18 06:45:00,25.38
Londrina,23265102,tempsolonu20cm,2021-04-18 07:00:00,25.38
Londrina,23265102,tempsolonu20cm,2021-04-18 07:15:00,25.38
Londrina,23265102,tempsolonu20cm,2021-04-18 07:30:00,25.38
Londrina,23265102,tempsolonu20cm,2021-04-18 07:45:00,25.38
Londrina,23265102,tempsolonu20cm,2021-04-18 08:00:00,25.38
Londrina,23265102,tempsolonu20cm,2021-04-18 08:15:00,25.37
Londrina,23265102,tempsolonu20cm,2021-04-18 08:30:00,25.37
Londrina,23265102,tempsolonu20cm,2021-04-18 08:45:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 09:00:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-18 09:15:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-18 09:30:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-18 09:45:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-18 10:00:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-18 10:15:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-18 10:30:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-18 10:45:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-18 11:00:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-18 11:15:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-18 11:30:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-18 11:45:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-18 12:00:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-18 12:15:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-18 12:30:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-18 12:45:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-18 13:00:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-18 13:15:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-18 13:30:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-18 13:45:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-18 14:00:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-18 14:15:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-18 14:30:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-18 14:45:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-18 15:00:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-18 15:15:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-18 15:30:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-18 15:45:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-18 16:00:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-18 16:15:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-18 16:30:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-18 16:45:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-18 17:00:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-18 17:15:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-18 17:30:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-18 17:45:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-18 18:00:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-18 18:15:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-18 18:30:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-18 18:45:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-18 19:00:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-18 19:15:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-18 19:30:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-18 19:45:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-18 20:00:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-18 20:15:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-18 20:30:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-18 20:45:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-18 21:00:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-18 21:15:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-18 21:30:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-18 21:45:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-18 22:00:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-18 22:15:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-18 22:30:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-18 22:45:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-18 23:00:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-18 23:15:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-18 23:30:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-18 23:45:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 00:00:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 00:15:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 00:30:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 00:45:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 01:00:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 01:15:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 01:30:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 01:45:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 02:00:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 02:15:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-19 02:30:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 02:45:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 03:00:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-19 03:15:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-19 03:30:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 03:45:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-19 04:00:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-19 04:15:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-19 04:30:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-19 04:45:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 05:00:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 05:15:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-19 05:30:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-19 05:45:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-19 06:00:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-19 06:15:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-19 06:30:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-19 06:45:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-19 07:00:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-19 07:15:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-19 07:30:00,25.37
Londrina,23265102,tempsolonu20cm,2021-04-19 07:45:00,25.37
Londrina,23265102,tempsolonu20cm,2021-04-19 08:00:00,25.36
Londrina,23265102,tempsolonu20cm,2021-04-19 08:15:00,25.35
Londrina,23265102,tempsolonu20cm,2021-04-19 08:30:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 08:45:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-19 09:00:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-19 09:15:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-19 09:30:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-19 09:45:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-19 10:00:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-19 10:15:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-19 10:30:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-19 10:45:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-19 11:00:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-19 11:15:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-19 11:30:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-19 11:45:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-19 12:00:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-19 12:15:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-19 12:30:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-19 12:45:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-19 13:00:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-19 13:15:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-19 13:30:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-19 13:45:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-19 14:00:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-19 14:15:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-19 14:30:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-19 14:45:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-19 15:00:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-19 15:15:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-19 15:30:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-19 15:45:00,25.25
Londrina,23265102,tempsolonu20cm,2021-04-19 16:00:00,25.25
Londrina,23265102,tempsolonu20cm,2021-04-19 16:15:00,25.24
Londrina,23265102,tempsolonu20cm,2021-04-19 16:30:00,25.24
Londrina,23265102,tempsolonu20cm,2021-04-19 16:45:00,25.24
Londrina,23265102,tempsolonu20cm,2021-04-19 17:00:00,25.24
Londrina,23265102,tempsolonu20cm,2021-04-19 17:15:00,25.24
Londrina,23265102,tempsolonu20cm,2021-04-19 17:30:00,25.25
Londrina,23265102,tempsolonu20cm,2021-04-19 17:45:00,25.25
Londrina,23265102,tempsolonu20cm,2021-04-19 18:00:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-19 18:15:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-19 18:30:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-19 18:45:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-19 19:00:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-19 19:15:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-19 19:30:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-19 19:45:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-19 20:00:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-19 20:15:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-19 20:30:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-19 20:45:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-19 21:00:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-19 21:15:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-19 21:30:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-19 21:45:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-19 22:00:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-19 22:15:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-19 22:30:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-19 22:45:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-19 23:00:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-19 23:15:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-19 23:30:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-19 23:45:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-20 00:00:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-20 00:15:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-20 00:30:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-20 00:45:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-20 01:00:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-20 01:15:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-20 01:30:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-20 01:45:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-20 02:00:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-20 02:15:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-20 02:30:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-20 02:45:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-20 03:00:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-20 03:15:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-20 03:30:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-20 03:45:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-20 04:00:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-20 04:15:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-20 04:30:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-20 04:45:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-20 05:00:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-20 05:15:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-20 05:30:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-20 05:45:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-20 06:00:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-20 06:15:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-20 06:30:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-20 06:45:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-20 07:00:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-20 07:15:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-20 07:30:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-20 07:45:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-20 08:00:00,25.34
Londrina,23265102,tempsolonu20cm,2021-04-20 08:15:00,25.33
Londrina,23265102,tempsolonu20cm,2021-04-20 08:30:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-20 08:45:00,25.32
Londrina,23265102,tempsolonu20cm,2021-04-20 09:00:00,25.31
Londrina,23265102,tempsolonu20cm,2021-04-20 09:15:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-20 09:30:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-20 09:45:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-20 10:00:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-20 10:15:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-20 10:30:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-20 10:45:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-20 11:00:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-20 11:15:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-20 11:30:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-20 11:45:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-20 12:00:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-20 12:15:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-20 12:30:00,25.25
Londrina,23265102,tempsolonu20cm,2021-04-20 12:45:00,25.25
Londrina,23265102,tempsolonu20cm,2021-04-20 13:00:00,25.25
Londrina,23265102,tempsolonu20cm,2021-04-20 13:15:00,25.25
Londrina,23265102,tempsolonu20cm,2021-04-20 13:30:00,25.25
Londrina,23265102,tempsolonu20cm,2021-04-20 13:45:00,25.24
Londrina,23265102,tempsolonu20cm,2021-04-20 14:00:00,25.24
Londrina,23265102,tempsolonu20cm,2021-04-20 14:15:00,25.24
Londrina,23265102,tempsolonu20cm,2021-04-20 14:30:00,25.23
Londrina,23265102,tempsolonu20cm,2021-04-20 14:45:00,25.23
Londrina,23265102,tempsolonu20cm,2021-04-20 15:00:00,25.23
Londrina,23265102,tempsolonu20cm,2021-04-20 15:15:00,25.23
Londrina,23265102,tempsolonu20cm,2021-04-20 15:30:00,25.23
Londrina,23265102,tempsolonu20cm,2021-04-20 15:45:00,25.24
Londrina,23265102,tempsolonu20cm,2021-04-20 16:00:00,25.23
Londrina,23265102,tempsolonu20cm,2021-04-20 16:15:00,25.22
Londrina,23265102,tempsolonu20cm,2021-04-20 16:30:00,25.22
Londrina,23265102,tempsolonu20cm,2021-04-20 16:45:00,25.22
Londrina,23265102,tempsolonu20cm,2021-04-20 17:00:00,25.23
Londrina,23265102,tempsolonu20cm,2021-04-20 17:15:00,25.23
Londrina,23265102,tempsolonu20cm,2021-04-20 17:30:00,25.23
Londrina,23265102,tempsolonu20cm,2021-04-20 17:45:00,25.23
Londrina,23265102,tempsolonu20cm,2021-04-20 18:00:00,25.23
Londrina,23265102,tempsolonu20cm,2021-04-20 18:15:00,25.24
Londrina,23265102,tempsolonu20cm,2021-04-20 18:30:00,25.24
Londrina,23265102,tempsolonu20cm,2021-04-20 18:45:00,25.25
Londrina,23265102,tempsolonu20cm,2021-04-20 19:00:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-20 19:15:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-20 19:30:00,25.26
Londrina,23265102,tempsolonu20cm,2021-04-20 19:45:00,25.27
Londrina,23265102,tempsolonu20cm,2021-04-20 20:00:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-20 20:15:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-20 20:30:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-20 20:45:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-20 21:00:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-20 21:15:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-20 21:30:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-20 21:45:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-20 22:00:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-20 22:15:00,25.28
Londrina,23265102,tempsolonu20cm,2021-04-20 22:30:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-20 22:45:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-20 23:00:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-20 23:15:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-20 23:30:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-20 23:45:00,25.3
Londrina,23265102,tempsolonu20cm,2021-04-21 00:00:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-21 00:15:00,25.29
Londrina,23265102,tempsolonu20cm,2021-04-21 00:30:00,25.29
